RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31
394927,149,"Ocala, FL",msa,FL,58.0,40.0,34.0,39.0,32.0,31.0,28.0,29.0,37.0,31.0,34.0,39.0,48.0,28.0,34.0,34.0,40.0,34.0,30.0,32.0,33.0,32.0,36.0,40.0,42.0,30.0,25.0,31.0,25.0,27.0,21.0,17.0,14.0,12.0,13.0,17.0,23.0,13.0,8.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,6.0,8.0,9.0,13.0,14.0,21.0,24.0,22.0,31.0,34.0,33.0,30.0
394679,150,"Hickory, NC",msa,NC,90.0,56.0,21.0,14.0,16.0,16.0,13.0,22.0,17.0,27.0,32.0,36.0,36.0,27.0,27.0,18.0,11.0,15.0,18.0,17.0,20.0,18.0,22.0,37.0,33.0,20.0,10.0,21.0,18.0,15.0,16.0,10.0,7.0,8.0,8.0,10.0,15.0,6.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,12.0,9.0,6.0,6.0,5.0,6.0,7.0,11.0,11.0,13.0,10.0,18.0,22.0,28.0,18.0,12.0
394697,151,"Huntington, WV",msa,OH,,,,,,,,,,,,,102.0,81.0,89.0,57.0,72.0,40.0,48.0,62.0,71.0,71.0,72.0,90.0,93.0,90.0,61.0,55.0,66.0,50.0,37.0,18.0,34.0,19.0,20.0,31.0,40.0,23.0,21.0,7.0,11.0,7.0,10.0,8.0,10.0,12.0,16.0,17.0,30.0,13.0,8.0,7.0,6.0,9.0,13.0,11.0,11.0,13.0,23.0,31.0,33.0,21.0,16.0
394602,152,"Fort Collins, CO",msa,CO,26.0,11.0,9.0,9.0,8.0,8.0,15.0,16.0,34.0,34.0,40.0,48.0,55.0,20.0,21.0,16.0,25.0,10.0,18.0,21.0,27.0,33.0,27.0,35.0,21.0,10.0,5.0,15.0,9.0,13.0,11.0,9.0,12.0,11.0,11.0,14.0,16.0,6.0,5.0,7.0,5.0,5.0,9.0,9.0,15.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,12.0,17.0,18.0,26.0,32.0,30.0,37.0,46.0,21.0,11.0
395033,153,"Rockford, IL",msa,IL,42.0,42.0,28.0,14.0,12.0,20.0,22.0,15.0,29.0,35.0,29.0,36.0,42.0,47.0,22.0,13.0,10.0,14.0,14.0,18.0,24.0,27.0,35.0,50.0,52.0,35.0,21.0,21.0,15.0,7.0,8.0,10.0,12.0,7.0,10.0,13.0,15.0,9.0,4.0,3.0,4.0,5.0,6.0,9.0,9.0,9.0,7.0,11.0,15.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,8.0,7.0,10.0,20.0,18.0,8.0,5.0
394796,154,"Lincoln, NE",msa,NE,,,,,,,,,,,,,,,,,,,,,,,,,56.0,29.0,11.0,12.0,7.0,9.0,7.0,4.0,19.0,7.0,10.0,4.0,27.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,12.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,7.0,11.0,9.0,12.0,16.0,15.0,6.0,4.0
394622,155,"Gainesville, FL",msa,FL,31.0,26.0,22.0,17.0,16.0,18.0,28.0,32.0,42.0,38.0,47.0,46.0,40.0,23.0,19.0,27.0,22.0,27.0,23.0,31.0,32.0,20.0,23.0,32.0,25.0,13.0,11.0,20.0,26.0,16.0,14.0,17.0,19.0,14.0,18.0,16.0,20.0,12.0,21.0,5.0,6.0,7.0,7.0,11.0,11.0,12.0,13.0,14.0,10.0,6.0,5.0,5.0,5.0,7.0,11.0,12.0,14.0,17.0,28.0,32.0,29.0,16.0,10.0
394405,156,"Boulder, CO",msa,CO,19.0,8.0,8.0,7.0,7.0,12.0,14.0,18.0,24.0,33.0,33.0,39.0,28.0,14.0,14.0,12.0,22.0,18.0,18.0,28.0,27.0,30.0,35.0,46.0,32.0,11.0,6.0,9.0,11.0,8.0,12.0,10.0,8.0,10.0,11.0,18.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,8.0,16.0,8.0,10.0,7.0,5.0,5.0,5.0,5.0,6.0,14.0,13.0,21.0,27.0,29.0,42.0,59.0,39.0,10.0,14.0
394646,157,"Green Bay, WI",msa,WI,91.0,67.0,47.0,51.0,53.0,39.0,47.0,45.0,47.0,48.0,58.0,72.0,87.0,94.0,60.0,51.0,42.0,45.0,55.0,50.0,50.0,49.0,62.0,57.0,90.0,52.0,58.0,56.0,47.0,49.0,43.0,46.0,50.0,44.0,51.0,52.0,55.0,42.0,38.0,41.0,37.0,41.0,43.0,44.0,41.0,41.0,48.0,46.0,49.0,35.0,36.0,31.0,37.0,36.0,37.0,41.0,43.0,43.0,40.0,42.0,55.0,30.0,33.0
394488,158,"Columbus, GA",msa,GA,75.0,98.0,46.0,59.0,65.0,77.0,44.0,35.0,38.0,84.0,57.0,92.0,86.0,63.0,28.0,43.0,20.0,33.0,38.0,28.0,70.0,41.0,46.0,39.0,66.0,58.0,44.0,29.0,34.0,24.0,11.0,11.0,21.0,9.0,19.0,18.0,16.0,13.0,6.0,23.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,10.0,11.0,9.0,19.0,21.0,13.0,9.0,6.0
395107,159,"South Bend, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,10.0,11.0,32.0,23.0,11.0,14.0,19.0,35.0,10.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,8.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,10.0,8.0,9.0,9.0,13.0,17.0,7.0,5.0
395109,160,"Spartanburg, SC",msa,SC,35.0,19.0,14.0,23.0,7.0,16.0,19.0,16.0,25.0,23.0,34.0,24.0,28.0,21.0,17.0,19.0,19.0,17.0,20.0,14.0,22.0,29.0,21.0,41.0,39.0,29.0,18.0,24.0,24.0,19.0,15.0,7.0,,7.0,8.0,12.0,21.0,5.0,4.0,4.0,14.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,9.0,15.0,14.0,18.0,28.0,24.0,17.0,13.0
394645,161,"Greeley, CO",msa,CO,14.0,8.0,7.0,7.0,8.0,9.0,11.0,17.0,15.0,25.0,27.0,43.0,24.0,16.0,11.0,11.0,22.0,9.0,16.0,14.0,16.0,24.0,20.0,24.0,16.0,9.0,5.0,10.0,9.0,9.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,12.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,12.0,14.0,27.0,,,,32.0,15.0,14.0
394808,162,"Lubbock, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,21.0,13.0,27.0,30.0,9.0,11.0,7.0,15.0,4.0,5.0,6.0,7.0,7.0,7.0,8.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,10.0,16.0,13.0,19.0,25.0,24.0,12.0,12.0
394471,163,"Clarksville, TN",msa,TN,47.0,40.0,22.0,17.0,15.0,19.0,21.0,15.0,27.0,21.0,30.0,31.0,39.0,33.0,22.0,20.0,12.0,17.0,30.0,20.0,29.0,43.0,43.0,71.0,43.0,30.0,20.0,26.0,37.0,39.0,33.0,33.0,39.0,34.0,33.0,39.0,19.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,9.0,11.0,17.0,21.0,28.0,26.0,18.0,9.0
395028,164,"Roanoke, VA",msa,VA,,,,,,,,,,,69.0,49.0,69.0,34.0,30.0,19.0,21.0,22.0,22.0,22.0,31.0,32.0,34.0,35.0,44.0,27.0,13.0,16.0,13.0,13.0,9.0,7.0,10.0,10.0,14.0,16.0,10.0,7.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,6.0,10.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,9.0,8.0,9.0,13.0,13.0,11.0,8.0,7.0
394579,165,"Evansville, IN",msa,IN,91.0,57.0,31.0,11.0,10.0,20.0,11.0,24.0,35.0,42.0,81.0,90.0,75.0,90.0,20.0,24.0,12.0,21.0,23.0,18.0,71.0,25.0,44.0,90.0,15.0,30.0,31.0,17.0,29.0,8.0,8.0,6.0,20.0,6.0,7.0,12.0,32.0,5.0,4.0,3.0,4.0,4.0,5.0,6.0,8.0,8.0,8.0,9.0,6.0,4.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,8.0,7.0,20.0,21.0,10.0,4.0
394747,167,"Kingsport, TN",msa,TN,97.0,85.0,46.0,29.0,25.0,23.0,28.0,37.0,34.0,33.0,59.0,61.0,76.0,68.0,35.0,25.0,21.0,18.0,22.0,18.0,25.0,27.0,37.0,49.0,66.0,51.0,21.0,26.0,24.0,12.0,16.0,9.0,12.0,11.0,14.0,14.0,15.0,6.0,5.0,5.0,4.0,5.0,6.0,8.0,9.0,9.0,13.0,14.0,9.0,5.0,4.0,4.0,5.0,5.0,8.0,8.0,10.0,8.0,13.0,17.0,13.0,11.0,6.0
394741,168,"Kennewick, WA",msa,WA,46.0,13.0,11.0,8.0,7.0,11.0,10.0,13.0,14.0,21.0,25.0,34.0,33.0,14.0,15.0,7.0,7.0,11.0,12.0,11.0,14.0,26.0,30.0,30.0,25.0,16.0,8.0,10.0,8.0,6.0,7.0,9.0,7.0,6.0,9.0,18.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,9.0,10.0,15.0,19.0,16.0,27.0,38.0,,25.0,8.0
395179,169,"Utica, NY",msa,NY,93.0,90.0,49.0,49.0,36.0,39.0,42.0,58.0,66.0,64.0,59.0,90.0,81.0,92.0,112.0,42.0,22.0,22.0,27.0,26.0,45.0,41.0,56.0,63.0,86.0,47.0,38.0,63.0,21.0,11.0,12.0,15.0,13.0,14.0,18.0,28.0,48.0,20.0,11.0,7.0,6.0,7.0,10.0,10.0,14.0,14.0,13.0,22.0,40.0,14.0,8.0,10.0,6.0,8.0,11.0,14.0,12.0,21.0,21.0,42.0,44.0,24.0,11.0
394660,170,"Hagerstown, MD",msa,MD,69.0,50.0,36.0,39.0,40.0,25.0,27.0,31.0,36.0,33.0,38.0,48.0,63.0,39.0,22.0,22.0,22.0,23.0,27.0,26.0,24.0,30.0,30.0,51.0,62.0,29.0,16.0,23.0,16.0,15.0,8.0,7.0,15.0,7.0,7.0,8.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,7.0,7.0,9.0,8.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,11.0,12.0,16.0,20.0,18.0,8.0,8.0
394543,171,"Duluth, MN",msa,MN,87.0,63.0,21.0,15.0,14.0,17.0,23.0,26.0,29.0,40.0,42.0,67.0,66.0,23.0,12.0,12.0,8.0,10.0,20.0,29.0,27.0,34.0,46.0,69.0,61.0,19.0,7.0,14.0,9.0,10.0,12.0,14.0,14.0,17.0,30.0,26.0,30.0,13.0,5.0,5.0,5.0,6.0,10.0,9.0,10.0,8.0,10.0,12.0,18.0,8.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,12.0,22.0,20.0,28.0,11.0,7.0
394937,172,"Olympia, WA",msa,WA,13.0,8.0,7.0,6.0,6.0,8.0,8.0,10.0,15.0,20.0,15.0,21.0,19.0,9.0,6.0,5.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,13.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,,,,,,,38.0,18.0,7.0
394803,173,"Longview, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,36.0,21.0,23.0,24.0,29.0,39.0,31.0,33.0,34.0,35.0,26.0,29.0,25.0,16.0,20.0,24.0,31.0,27.0,29.0,39.0,35.0,41.0,27.0,32.0
395229,174,"Wilmington, NC",msa,NC,48.0,22.0,20.0,21.0,20.0,20.0,24.0,29.0,33.0,53.0,24.0,28.0,35.0,21.0,14.0,13.0,12.0,16.0,22.0,19.0,26.0,23.0,26.0,30.0,26.0,28.0,10.0,18.0,20.0,17.0,12.0,10.0,11.0,8.0,10.0,12.0,10.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,9.0,10.0,12.0,14.0,17.0,19.0,8.0,7.0
395061,175,"San Luis Obispo, CA",msa,CA,25.0,14.0,16.0,17.0,19.0,23.0,22.0,32.0,36.0,45.0,37.0,35.0,47.0,19.0,20.0,16.0,19.0,17.0,25.0,27.0,25.0,33.0,33.0,49.0,32.0,15.0,12.0,20.0,30.0,23.0,16.0,10.0,12.0,10.0,8.0,11.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,8.0,9.0,8.0,9.0,12.0,8.0,7.0,7.0,8.0,8.0,9.0,12.0,17.0,18.0,15.0,18.0,28.0,20.0,14.0,9.0
753875,176,"Crestview, FL",msa,FL,92.0,79.0,91.0,29.0,44.0,39.0,38.0,40.0,42.0,54.0,54.0,56.0,37.0,36.0,25.0,22.0,30.0,26.0,25.0,29.0,25.0,33.0,28.0,38.0,38.0,26.0,12.0,16.0,27.0,33.0,24.0,19.0,25.0,24.0,21.0,26.0,24.0,13.0,7.0,10.0,23.0,7.0,8.0,8.0,10.0,11.0,11.0,14.0,9.0,6.0,4.0,5.0,8.0,11.0,14.0,19.0,21.0,24.0,35.0,41.0,41.0,26.0,29.0
394851,177,"Merced, CA",msa,CA,41.0,20.0,19.0,17.0,19.0,17.0,15.0,19.0,20.0,25.0,28.0,44.0,58.0,36.0,29.0,17.0,22.0,19.0,23.0,22.0,39.0,25.0,32.0,47.0,35.0,18.0,15.0,14.0,15.0,17.0,13.0,7.0,11.0,10.0,12.0,13.0,13.0,7.0,7.0,8.0,7.0,8.0,10.0,10.0,11.0,11.0,12.0,15.0,11.0,10.0,9.0,10.0,12.0,14.0,24.0,26.0,37.0,22.0,31.0,33.0,51.0,28.0,16.0
395197,178,"Waco, TX",msa,TX,47.0,34.0,25.0,17.0,20.0,20.0,41.0,37.0,32.0,29.0,35.0,47.0,48.0,24.0,24.0,14.0,15.0,14.0,19.0,29.0,32.0,23.0,32.0,40.0,39.0,24.0,19.0,16.0,17.0,14.0,13.0,13.0,12.0,15.0,13.0,14.0,14.0,9.0,5.0,5.0,5.0,5.0,7.0,8.0,10.0,8.0,11.0,13.0,13.0,7.0,6.0,7.0,7.0,8.0,11.0,16.0,19.0,18.0,24.0,36.0,46.0,28.0,18.0
394447,179,"Cedar Rapids, IA",msa,IA,68.0,60.0,24.0,12.0,18.0,15.0,24.0,24.0,20.0,38.0,40.0,57.0,85.0,34.0,21.0,14.0,19.0,21.0,26.0,30.0,31.0,37.0,40.0,64.0,73.0,45.0,20.0,19.0,14.0,17.0,9.0,18.0,18.0,14.0,17.0,16.0,32.0,7.0,5.0,5.0,5.0,6.0,7.0,10.0,12.0,7.0,12.0,20.0,21.0,7.0,5.0,4.0,5.0,6.0,8.0,14.0,13.0,14.0,26.0,30.0,31.0,11.0,9.0
394348,180,"Atlantic City, NJ",msa,NJ,88.0,75.0,49.0,48.0,56.0,51.0,51.0,61.0,48.0,55.0,68.0,85.0,90.0,56.0,51.0,49.0,55.0,68.0,48.0,43.0,50.0,37.0,71.0,85.0,59.0,39.0,49.0,41.0,69.0,53.0,48.0,31.0,36.0,31.0,26.0,35.0,58.0,24.0,32.0,18.0,15.0,21.0,17.0,20.0,25.0,23.0,26.0,33.0,31.0,18.0,16.0,14.0,16.0,19.0,19.0,23.0,29.0,27.0,23.0,44.0,34.0,26.0,16.0
394412,181,"Bremerton, WA",msa,WA,14.0,7.0,8.0,6.0,6.0,8.0,8.0,10.0,15.0,16.0,20.0,19.0,13.0,10.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,11.0,13.0,8.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,12.0,16.0,17.0,16.0,,32.0,27.0,11.0,7.0
395103,182,"Sioux Falls, SD",msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,24.0,13.0,7.0
395065,183,"Santa Cruz, CA",msa,CA,21.0,16.0,14.0,14.0,14.0,15.0,17.0,16.0,25.0,31.0,30.0,47.0,66.0,33.0,16.0,16.0,20.0,18.0,25.0,32.0,32.0,31.0,40.0,48.0,65.0,14.0,10.0,14.0,22.0,18.0,15.0,14.0,12.0,11.0,13.0,12.0,22.0,10.0,10.0,11.0,11.0,12.0,13.0,14.0,17.0,14.0,14.0,21.0,15.0,12.0,12.0,10.0,13.0,18.0,26.0,16.0,24.0,28.0,30.0,33.0,40.0,17.0,19.0
394572,184,"Erie, PA",msa,PA,95.0,110.0,59.0,49.0,37.0,29.0,38.0,52.0,46.0,59.0,87.0,84.0,96.0,90.0,76.0,39.0,26.0,26.0,29.0,45.0,42.0,54.0,67.0,71.0,78.0,52.0,42.0,33.0,17.0,16.0,11.0,14.0,13.0,11.0,14.0,25.0,36.0,9.0,5.0,4.0,5.0,6.0,7.0,8.0,9.0,8.0,12.0,13.0,10.0,6.0,6.0,5.0,6.0,7.0,6.0,12.0,10.0,10.0,20.0,19.0,12.0,10.0,6.0
394924,185,"Norwich, CT",msa,CT,83.0,38.0,20.0,17.0,29.0,25.0,25.0,55.0,45.0,50.0,60.0,67.0,68.0,36.0,30.0,20.0,21.0,21.0,36.0,49.0,28.0,44.0,34.0,82.0,73.0,34.0,17.0,23.0,17.0,13.0,13.0,8.0,13.0,10.0,12.0,17.0,36.0,9.0,5.0,5.0,5.0,7.0,7.0,9.0,11.0,12.0,11.0,12.0,8.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,9.0,9.0,11.0,14.0,8.0,8.0,5.0
394323,186,"Amarillo, TX",msa,TX,70.0,46.0,44.0,27.0,21.0,23.0,39.0,32.0,46.0,42.0,52.0,77.0,63.0,41.0,46.0,31.0,30.0,36.0,32.0,54.0,36.0,43.0,53.0,50.0,49.0,44.0,35.0,32.0,23.0,23.0,21.0,17.0,15.0,20.0,22.0,20.0,17.0,20.0,7.0,8.0,5.0,5.0,7.0,7.0,7.0,8.0,9.0,11.0,6.0,6.0,5.0,5.0,5.0,7.0,8.0,8.0,9.0,14.0,15.0,17.0,19.0,13.0,12.0
395171,188,"Tuscaloosa, AL",msa,AL,55.0,25.0,25.0,25.0,28.0,20.0,31.0,40.0,33.0,44.0,52.0,48.0,49.0,32.0,27.0,26.0,32.0,26.0,31.0,33.0,31.0,39.0,41.0,58.0,52.0,26.0,28.0,19.0,17.0,14.0,12.0,15.0,17.0,15.0,19.0,22.0,25.0,11.0,12.0,8.0,6.0,7.0,6.0,12.0,12.0,13.0,10.0,16.0,15.0,6.0,7.0,6.0,6.0,6.0,13.0,22.0,24.0,17.0,17.0,23.0,23.0,13.0,12.0
394483,189,"College Station, TX",msa,TX,85.0,56.0,23.0,45.0,38.0,42.0,42.0,48.0,54.0,74.0,77.0,45.0,76.0,85.0,39.0,44.0,52.0,45.0,43.0,62.0,60.0,66.0,73.0,70.0,67.0,32.0,28.0,49.0,46.0,44.0,30.0,33.0,39.0,50.0,52.0,40.0,51.0,26.0,23.0,14.0,12.0,13.0,13.0,15.0,14.0,18.0,12.0,22.0,10.0,11.0,10.0,8.0,10.0,11.0,12.0,27.0,18.0,15.0,21.0,24.0,28.0,15.0,10.0
394732,190,"Kalamazoo, MI",msa,MI,44.0,21.0,11.0,9.0,8.0,11.0,13.0,13.0,19.0,19.0,30.0,37.0,47.0,39.0,17.0,11.0,9.0,10.0,12.0,14.0,16.0,28.0,43.0,41.0,50.0,27.0,8.0,21.0,10.0,21.0,8.0,6.0,6.0,6.0,8.0,9.0,12.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,8.0,10.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,7.0,10.0,13.0,16.0,16.0,9.0,5.0
394811,191,"Lynchburg, VA",msa,VA,,,,,,,,,,,56.0,90.0,64.0,91.0,36.0,32.0,43.0,43.0,39.0,51.0,53.0,58.0,33.0,63.0,63.0,60.0,23.0,25.0,19.0,29.0,25.0,20.0,29.0,15.0,14.0,26.0,12.0,8.0,5.0,5.0,9.0,6.0,6.0,7.0,11.0,9.0,10.0,11.0,7.0,4.0,5.0,4.0,5.0,6.0,7.0,10.0,9.0,10.0,12.0,16.0,12.0,7.0,5.0
394455,192,"Charleston, WV",msa,WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,49.0,8.0,16.0,66.0,27.0,24.0,37.0,44.0,30.0,22.0,10.0,6.0,14.0,10.0,10.0,11.0,14.0,22.0,24.0,32.0,17.0,9.0,8.0,6.0,8.0,10.0,13.0,20.0,17.0,21.0,24.0,24.0,20.0,19.0
395240,193,"Yakima, WA",msa,WA,63.0,23.0,11.0,11.0,12.0,11.0,12.0,13.0,15.0,9.0,16.0,28.0,22.0,14.0,14.0,9.0,11.0,9.0,17.0,15.0,13.0,13.0,18.0,27.0,37.0,10.0,9.0,14.0,11.0,11.0,8.0,5.0,7.0,8.0,8.0,17.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,9.0,11.0,13.0,14.0,14.0,7.0,7.0,6.0,7.0,8.0,10.0,11.0,20.0,22.0,21.0,41.0,59.0,27.0,15.0
394585,194,"Fargo, ND",msa,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,16.0
394387,195,"Binghamton, NY",msa,NY,96.0,94.0,78.0,40.0,37.0,41.0,44.0,48.0,52.0,67.0,82.0,78.0,76.0,106.0,78.0,49.0,37.0,34.0,54.0,55.0,63.0,40.0,78.0,93.0,73.0,100.0,48.0,134.0,56.0,24.0,29.0,35.0,35.0,22.0,29.0,43.0,44.0,20.0,12.0,9.0,7.0,9.0,11.0,14.0,15.0,14.0,13.0,20.0,29.0,13.0,9.0,8.0,7.0,9.0,11.0,13.0,15.0,17.0,20.0,29.0,16.0,13.0,12.0
394609,196,"Fort Smith, AR",msa,AR,83.0,68.0,60.0,43.0,47.0,40.0,32.0,55.0,57.0,49.0,64.0,71.0,81.0,60.0,65.0,52.0,44.0,56.0,46.0,41.0,48.0,49.0,66.0,74.0,74.0,40.0,54.0,37.0,46.0,28.0,23.0,24.0,26.0,27.0,16.0,30.0,25.0,19.0,11.0,8.0,7.0,6.0,7.0,11.0,12.0,17.0,13.0,12.0,16.0,8.0,11.0,8.0,9.0,13.0,10.0,13.0,13.0,19.0,27.0,33.0,37.0,26.0,14.0
394334,197,"Appleton, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,44.0
845160,198,"Prescott Valley, AZ",msa,AZ,50.0,19.0,22.0,15.0,19.0,19.0,23.0,28.0,32.0,30.0,40.0,45.0,47.0,27.0,24.0,26.0,27.0,33.0,34.0,38.0,24.0,35.0,47.0,46.0,43.0,27.0,15.0,20.0,31.0,33.0,27.0,16.0,12.0,7.0,7.0,11.0,7.0,6.0,5.0,6.0,6.0,7.0,8.0,9.0,11.0,10.0,12.0,8.0,7.0,5.0,6.0,7.0,7.0,15.0,21.0,29.0,27.0,37.0,48.0,36.0,,31.0,23.0
395161,199,"Topeka, KS",msa,KS,66.0,74.0,30.0,13.0,25.0,18.0,31.0,37.0,34.0,42.0,60.0,54.0,86.0,24.0,31.0,19.0,18.0,29.0,19.0,46.0,21.0,44.0,64.0,58.0,44.0,29.0,20.0,18.0,19.0,12.0,19.0,17.0,19.0,15.0,16.0,20.0,13.0,19.0,7.0,7.0,10.0,7.0,21.0,7.0,6.0,7.0,7.0,7.0,6.0,4.0,,4.0,4.0,5.0,6.0,7.0,5.0,8.0,11.0,20.0,17.0,5.0,5.0
394813,200,"Macon, GA",msa,GA,90.0,46.0,38.0,20.0,24.0,40.0,18.0,36.0,29.0,29.0,32.0,33.0,67.0,20.0,20.0,19.0,22.0,34.0,19.0,35.0,48.0,29.0,51.0,47.0,39.0,27.0,29.0,23.0,29.0,19.0,18.0,19.0,12.0,9.0,14.0,14.0,13.0,9.0,8.0,7.0,6.0,7.0,7.0,9.0,11.0,10.0,11.0,15.0,9.0,9.0,7.0,7.0,8.0,10.0,12.0,11.0,13.0,13.0,18.0,26.0,31.0,17.0,11.0
395174,201,"Tyler, TX",msa,TX,66.0,42.0,30.0,22.0,28.0,23.0,33.0,39.0,41.0,46.0,42.0,45.0,52.0,46.0,20.0,17.0,21.0,20.0,21.0,22.0,29.0,32.0,26.0,33.0,34.0,20.0,19.0,27.0,32.0,26.0,27.0,37.0,31.0,40.0,31.0,28.0,33.0,24.0,20.0,22.0,21.0,24.0,22.0,25.0,28.0,10.0,18.0,19.0,11.0,10.0,7.0,6.0,8.0,10.0,12.0,15.0,19.0,24.0,23.0,28.0,37.0,30.0,14.0
394361,202,"Barnstable Town, MA",msa,MA,83.0,36.0,26.0,18.0,20.0,27.0,19.0,34.0,33.0,46.0,49.0,70.0,66.0,58.0,25.0,22.0,25.0,33.0,27.0,51.0,38.0,41.0,50.0,62.0,71.0,62.0,29.0,38.0,41.0,38.0,29.0,24.0,19.0,17.0,17.0,23.0,25.0,8.0,6.0,6.0,6.0,7.0,8.0,8.0,10.0,10.0,13.0,10.0,9.0,7.0,6.0,6.0,7.0,8.0,10.0,12.0,13.0,13.0,21.0,28.0,32.0,9.0,7.0
394519,203,"Daphne, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,34.0,58.0,62.0,18.0,46.0,36.0,12.0,7.0,6.0,5.0,7.0,8.0,11.0,10.0,14.0,16.0,16.0,18.0,8.0,6.0,6.0,8.0,11.0,13.0,15.0,21.0,25.0,33.0,33.0,43.0,27.0,42.0
394378,205,"Bellingham, WA",msa,WA,26.0,10.0,9.0,9.0,8.0,9.0,10.0,16.0,24.0,19.0,19.0,42.0,40.0,20.0,7.0,9.0,9.0,10.0,11.0,16.0,15.0,15.0,22.0,38.0,28.0,10.0,6.0,12.0,8.0,7.0,8.0,7.0,7.0,9.0,7.0,12.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,9.0,6.0,6.0,6.0,6.0,6.0,7.0,12.0,19.0,22.0,25.0,27.0,34.0,28.0,13.0,11.0
