RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2023-05-31,2023-07-31,2024-04-30
395062,469,"Sandusky, OH",msa,OH,2023-04-30,1.0,2.5,4.4
394593,470,"Findlay, OH",msa,OH,2023-04-30,0.9,2.1,1.7
394614,471,"Frankfort, KY",msa,KY,2023-04-30,1.0,2.6,3.6
394516,472,"Danville, IL",msa,IL,2023-04-30,0.7,2.1,-0.4
394298,473,"Aberdeen, WA",msa,WA,2023-04-30,0.9,2.7,6.3
394999,474,"Portsmouth, OH",msa,OH,2023-04-30,0.9,2.0,3.4
395106,475,"Somerset, PA",msa,PA,2023-04-30,1.2,3.0,4.1
753928,476,"Wisconsin Rapids, WI",msa,WI,2023-04-30,1.4,3.6,3.4
753893,477,"Jefferson, GA",msa,GA,2023-04-30,0.9,2.1,6.8
394736,478,"Kapaa, HI",msa,HI,2023-04-30,0.7,0.7,3.6
394955,479,"Palatka, FL",msa,FL,2023-04-30,1.3,3.6,8.9
394626,480,"Gallup, NM",msa,NM,2023-04-30,0.6,1.6,2.1
394683,481,"Hobbs, NM",msa,NM,2023-04-30,0.3,0.6,-4.1
395088,482,"Shawnee, OK",msa,OK,2023-04-30,1.0,2.8,6.8
394884,484,"Mount Airy, NC",msa,NC,2023-04-30,0.7,1.8,3.9
395132,485,"Stevens Point, WI",msa,WI,2023-04-30,1.2,2.9,1.8
394647,486,"Greeneville, TN",msa,TN,2023-04-30,1.1,3.2,9.1
394655,488,"Greenwood, SC",msa,SC,2023-04-30,1.0,2.5,5.6
394764,489,"Lake City, FL",msa,FL,2023-04-30,0.9,2.3,6.7
394752,490,"Klamath Falls, OR",msa,OR,2023-04-30,0.9,2.5,6.6
394877,491,"Morehead City, NC",msa,NC,2023-04-30,1.2,2.8,7.1
394472,492,"Clearlake, CA",msa,CA,2023-04-30,0.7,1.7,3.3
394305,493,"Alamogordo, NM",msa,NM,2023-04-30,1.0,2.3,6.6
395027,494,"Roanoke Rapids, NC",msa,NC,2023-04-30,1.0,2.3,7.6
394587,495,"Farmington, MO",msa,MO,2023-04-30,1.0,2.4,3.3
394897,496,"Muskogee, OK",msa,OK,2023-04-30,0.9,2.2,5.6
394826,497,"Marion, IN",msa,IN,2023-04-30,1.1,3.0,4.8
394586,498,"Faribault, MN",msa,MN,2023-04-30,0.9,2.1,2.0
395021,499,"Richmond, IN",msa,IN,2023-04-30,0.8,2.1,3.4
394829,500,"Marquette, MI",msa,MI,2023-04-30,1.2,4.1,4.3
394922,501,"North Wilkesboro, NC",msa,NC,2023-04-30,1.2,3.0,7.5
394885,502,"Mount Pleasant, MI",msa,MI,2023-04-30,1.0,3.1,3.4
395024,503,"Rio Grande City, TX",msa,TX,2023-04-30,0.4,1.0,2.5
394827,504,"Marion, OH",msa,OH,2023-04-30,1.0,2.8,5.3
394360,505,"Baraboo, WI",msa,WI,2023-04-30,1.0,2.5,3.5
395016,506,"Red Bluff, CA",msa,CA,2023-04-30,0.7,1.8,3.3
394825,507,"Marinette, WI",msa,WI,2023-04-30,1.4,4.5,4.5
395040,509,"Roswell, NM",msa,NM,2023-04-30,0.9,2.3,5.0
395092,510,"Shelton, WA",msa,WA,2023-04-30,1.0,2.9,6.4
394540,511,"Dublin, GA",msa,GA,2023-04-30,0.9,2.1,4.5
394899,512,"Nacogdoches, TX",msa,TX,2023-04-30,0.9,2.3,4.4
395105,513,"Somerset, KY",msa,KY,2023-04-30,1.8,6.2,7.7
394496,514,"Coos Bay, OR",msa,OR,2023-04-30,0.9,2.2,5.4
394600,515,"Forest City, NC",msa,NC,2023-04-30,1.1,2.8,7.5
394836,516,"Martinsville, VA",msa,VA,2023-04-30,1.1,2.5,2.8
395020,517,"Rexburg, ID",msa,ID,2023-04-30,1.7,3.7,9.1
394787,518,"Lewiston, ID",msa,ID,2023-04-30,0.9,2.2,5.5
394759,519,"Laconia, NH",msa,NH,2023-04-30,1.2,3.1,7.0
394629,520,"Georgetown, SC",msa,SC,2023-04-30,0.8,2.1,6.7
394343,521,"Athens, OH",msa,OH,2023-04-30,0.7,2.2,2.1
395063,522,"Sanford, NC",msa,NC,2023-04-30,1.1,3.0,7.2
394570,523,"Enid, OK",msa,OK,2023-04-30,0.5,0.9,0.1
394889,524,"Mount Vernon, OH",msa,OH,2023-04-30,1.1,2.9,5.0
395199,525,"Walla Walla, WA",msa,WA,2023-04-30,1.0,2.4,5.2
394309,526,"Albemarle, NC",msa,NC,2023-04-30,1.0,2.6,7.6
394701,527,"Hutchinson, KS",msa,KS,2023-04-30,1.3,3.3,5.0
394693,528,"Hudson, NY",msa,NY,2023-04-30,1.0,2.8,6.7
395124,529,"Starkville, MS",msa,MS,2023-04-30,0.6,1.5,1.5
394443,530,"Carlsbad, NM",msa,NM,2023-04-30,0.3,0.5,-0.1
394631,531,"Gillette, WY",msa,WY,2023-04-30,0.5,0.9,0.7
395136,532,"Sturgis, MI",msa,MI,2023-04-30,1.1,3.2,3.0
395044,533,"Rutland, VT",msa,VT,2023-04-30,1.4,4.0,4.5
394509,534,"Crossville, TN",msa,TN,2023-04-30,1.0,3.1,8.8
395071,536,"Sayre, PA",msa,PA,2023-04-30,0.7,1.9,0.5
395049,537,"Salina, KS",msa,KS,2023-04-30,0.7,1.9,3.8
753903,538,"Marietta, OH",msa,OH,2023-04-30,0.8,1.8,2.2
394591,539,"Fergus Falls, MN",msa,MN,2023-04-30,1.2,3.2,5.0
394362,540,"Barre, VT",msa,VT,2023-04-30,1.2,3.5,4.0
394618,541,"Fremont, OH",msa,OH,2023-04-30,0.9,2.4,2.9
394939,542,"Oneonta, NY",msa,NY,2023-04-30,0.8,2.2,2.2
394490,543,"Columbus, MS",msa,MS,2023-04-30,0.6,1.6,1.4
394923,544,"Norwalk, OH",msa,OH,2023-04-30,1.0,2.3,2.2
394365,545,"Batavia, NY",msa,NY,2023-04-30,0.9,2.4,2.9
394336,546,"Ardmore, OK",msa,OK,2023-04-30,0.9,1.8,5.6
394956,547,"Palestine, TX",msa,TX,2023-04-30,0.9,2.3,4.2
394605,548,"Fort Madison, IA",msa,IA,2023-04-30,1.0,2.9,0.3
394456,549,"Charleston, IL",msa,IL,2023-04-30,0.8,2.5,2.5
394592,550,"Fernley, NV",msa,NV,2023-04-30,0.3,0.9,2.7
394444,551,"Carson City, NV",msa,NV,2023-04-30,0.2,0.1,1.7
394551,552,"Eagle Pass, TX",msa,TX,2023-04-30,0.6,1.2,0.6
394432,553,"Calhoun, GA",msa,GA,2023-04-30,1.1,2.7,7.3
753877,554,"Cullowhee, NC",msa,NC,2023-04-30,1.0,2.6,7.3
394737,555,"Kearney, NE",msa,NE,2023-04-30,0.7,1.7,2.3
394582,556,"Fairmont, WV",msa,WV,2023-04-30,0.9,2.0,2.7
394940,557,"Ontario, OR",msa,OR,2023-04-30,1.0,2.8,10.2
394621,558,"Gaffney, SC",msa,SC,2023-04-30,0.8,1.9,2.8
394977,559,"Picayune, MS",msa,MS,2023-04-30,0.6,0.9,0.7
395131,560,"Sterling, IL",msa,IL,2023-04-30,0.8,2.4,0.9
394411,561,"Branson, MO",msa,MO,2023-04-30,1.1,2.6,8.0
394446,562,"Cedar City, UT",msa,UT,2023-04-30,0.7,2.0,6.2
395216,563,"Waycross, GA",msa,GA,2023-04-30,1.1,3.0,6.8
394951,564,"Oxford, MS",msa,MS,2023-04-30,0.8,1.7,2.3
394721,565,"Jasper, IN",msa,IN,2023-04-30,0.8,2.0,3.5
394556,566,"Edwards, CO",msa,CO,2023-04-30,0.6,0.6,10.0
394547,567,"Durango, CO",msa,CO,2023-04-30,0.8,1.4,4.7
394750,568,"Kinston, NC",msa,NC,2023-04-30,1.3,2.9,7.8
753920,569,"Sonora, CA",msa,CA,2023-04-30,0.6,1.3,1.7
395157,570,"Tiffin, OH",msa,OH,2023-04-30,0.8,2.5,2.7
394366,571,"Batesville, AR",msa,AR,2023-04-30,0.7,1.7,3.1
394989,572,"Point Pleasant, WV",msa,OH,2023-04-30,0.8,2.1,3.7
394566,573,"Elko, NV",msa,NV,2023-04-30,0.6,1.3,2.1
394517,574,"Danville, KY",msa,KY,2023-04-30,1.2,3.2,5.7
394632,575,"Glasgow, KY",msa,KY,2023-04-30,1.2,3.9,3.9
395122,576,"St. Marys, GA",msa,GA,2023-04-30,0.4,1.3,5.3
394402,577,"Boone, NC",msa,NC,2023-04-30,1.1,2.4,8.0
395204,578,"Warrensburg, MO",msa,MO,2023-04-30,0.9,2.1,5.8
394634,579,"Gloversville, NY",msa,NY,2023-04-30,1.3,4.0,4.5
394604,580,"Fort Leonard Wood, MO",msa,MO,2023-04-30,1.0,2.5,5.1
394993,581,"Poplar Bluff, MO",msa,MO,2023-04-30,0.7,1.6,2.2
394562,582,"Elizabeth City, NC",msa,NC,2023-04-30,1.0,2.4,4.3
394967,583,"Payson, AZ",msa,AZ,2023-04-30,1.3,3.1,8.0
394344,584,"Athens, TN",msa,TN,2023-04-30,1.1,2.9,7.9
394571,585,"Enterprise, AL",msa,AL,2023-04-30,0.8,2.0,2.9
394339,586,"Ashland, OH",msa,OH,2023-04-30,1.3,3.4,4.8
395073,587,"Scottsboro, AL",msa,AL,2023-04-30,1.1,2.3,5.3
394861,588,"Milledgeville, GA",msa,GA,2023-04-30,1.0,2.5,5.8
394742,589,"Kerrville, TX",msa,TX,2023-04-30,0.7,1.9,4.7
394363,590,"Bartlesville, OK",msa,OK,2023-04-30,1.0,2.5,5.2
394985,591,"Platteville, WI",msa,WI,2023-04-30,1.0,2.8,3.3
394503,592,"Corsicana, TX",msa,TX,2023-04-30,1.2,3.3,6.6
394652,593,"Greenville, OH",msa,OH,2023-04-30,1.0,3.2,5.6
395029,594,"Rochelle, IL",msa,IL,2023-04-30,0.9,2.3,2.1
394538,596,"Douglas, GA",msa,GA,2023-04-30,0.9,2.2,4.9
394933,597,"Oil City, PA",msa,PA,2023-04-30,1.0,3.2,4.4
394838,598,"Mason City, IA",msa,IA,2023-04-30,1.5,4.2,6.6
394717,599,"Jacksonville, TX",msa,TX,2023-04-30,1.2,2.7,7.3
394625,600,"Galesburg, IL",msa,IL,2023-04-30,1.0,3.5,2.5
394954,601,"Pahrump, NV",msa,NV,2023-04-30,0.9,2.8,8.5
394963,602,"Paris, TX",msa,TX,2023-04-30,0.7,2.0,4.6
395234,603,"Winona, MN",msa,MN,2023-04-30,1.3,3.2,3.1
753905,604,"Newport, OR",msa,OR,2023-04-30,0.9,2.4,6.8
394878,605,"Morgan City, LA",msa,LA,2023-04-30,0.6,2.6,-2.4
395091,606,"Shelbyville, TN",msa,TN,2023-04-30,1.1,2.7,7.5
394326,607,"Amsterdam, NY",msa,NY,2023-04-30,1.3,4.1,4.8
753911,608,"Ozark, AL",msa,AL,2023-04-30,0.9,2.0,3.5
394316,609,"Alice, TX",msa,TX,2023-04-30,0.3,0.1,-3.7
394628,610,"Gardnerville Ranchos, NV",msa,NV,2023-04-30,0.6,0.9,4.6
394608,611,"Fort Polk South, LA",msa,LA,2023-04-30,0.8,3.1,0.8
394437,612,"Ca-¦on City, CO",msa,CO,2023-04-30,0.8,2.0,5.0
394903,613,"Natchez, MS",msa,LA,2023-04-30,0.8,3.1,1.2
394906,614,"New Castle, IN",msa,IN,2023-04-30,1.0,2.8,6.1
394478,615,"Clovis, NM",msa,NM,2023-04-30,0.5,0.9,0.0
394919,616,"Norfolk, NE",msa,NE,2023-04-30,1.3,2.9,3.1
394431,617,"Cadillac, MI",msa,MI,2023-04-30,1.0,3.6,4.3
395043,618,"Ruston, LA",msa,LA,2023-04-30,0.6,1.5,0.4
395097,619,"Sidney, OH",msa,OH,2023-04-30,1.0,2.4,3.5
395008,620,"Pullman, WA",msa,WA,2023-04-30,1.2,3.2,6.9
394819,621,"Malone, NY",msa,NY,2023-04-30,1.1,2.5,4.2
394527,622,"Del Rio, TX",msa,TX,2023-04-30,0.8,2.0,4.4
394391,623,"Blackfoot, ID",msa,ID,2023-04-30,1.5,3.0,8.6
395017,624,"Red Wing, MN",msa,MN,2023-04-30,0.8,2.3,2.3
394918,625,"Nogales, AZ",msa,AZ,2023-04-30,1.1,2.6,7.5
395144,626,"Tahlequah, OK",msa,OK,2023-04-30,1.1,3.1,7.4
394739,627,"Kendallville, IN",msa,IN,2023-04-30,1.0,2.7,5.2
394876,628,"Montrose, CO",msa,CO,2023-04-30,0.7,1.7,5.0
394504,629,"Cortland, NY",msa,NY,2023-04-30,0.9,2.7,2.6
394887,630,"Mount Sterling, KY",msa,KY,2023-04-30,0.7,2.1,1.1
394477,631,"Clinton, IA",msa,IA,2023-04-30,0.8,2.1,3.1
753916,632,"Sandpoint, ID",msa,ID,2023-04-30,0.7,1.5,7.8
753865,633,"Bardstown, KY",msa,KY,2023-04-30,0.9,2.4,4.4
395201,634,"Wapakoneta, OH",msa,OH,2023-04-30,1.1,2.7,3.3
394987,635,"Plymouth, IN",msa,IN,2023-04-30,1.3,3.3,6.0
394789,636,"Lewistown, PA",msa,PA,2023-04-30,1.0,3.3,4.4
394379,637,"Bemidji, MN",msa,MN,2023-04-30,1.5,4.3,4.4
394377,638,"Bellefontaine, OH",msa,OH,2023-04-30,0.8,2.0,4.1
395087,639,"Seymour, IN",msa,IN,2023-04-30,0.9,1.9,3.8
394426,640,"Burley, ID",msa,ID,2023-04-30,1.1,2.8,8.2
394548,641,"Durant, OK",msa,OK,2023-04-30,1.1,2.6,7.2
394883,642,"Moultrie, GA",msa,GA,2023-04-30,0.8,1.8,4.0
394398,643,"Bogalusa, LA",msa,LA,2023-04-30,0.6,1.6,0.3
394500,644,"Cornelia, GA",msa,GA,2023-04-30,0.9,2.2,6.4
753889,645,"Hillsdale, MI",msa,MI,2023-04-30,1.2,3.6,4.8
395155,646,"Thomasville, GA",msa,GA,2023-04-30,0.9,2.3,4.7
394961,647,"Paragould, AR",msa,AR,2023-04-30,0.9,2.3,4.1
394650,648,"Greenville, MS",msa,MS,2023-04-30,-0.5,-1.3,-5.0
394427,649,"Burlington, IA",msa,IA,2023-04-30,1.0,2.6,0.8
394817,650,"Madisonville, KY",msa,KY,2023-04-30,1.7,4.4,4.5
394850,651,"Menomonie, WI",msa,WI,2023-04-30,1.2,3.5,3.7
753918,652,"Shawano, WI",msa,WI,2023-04-30,1.4,4.0,2.9
395189,653,"Vicksburg, MS",msa,MS,2023-04-30,0.5,1.4,-0.5
394375,654,"Bedford, IN",msa,IN,2023-04-30,1.3,3.1,6.4
395208,656,"Washington, NC",msa,NC,2023-04-30,1.1,2.6,6.2
394616,657,"Freeport, IL",msa,IL,2023-04-30,1.3,3.8,5.6
394667,658,"Harrison, AR",msa,AR,2023-04-30,1.0,2.3,5.2
395037,659,"Rolla, MO",msa,MO,2023-04-30,0.9,2.0,4.2
394482,660,"Coldwater, MI",msa,MI,2023-04-30,1.3,3.7,3.2
753904,661,"Marion, NC",msa,NC,2023-04-30,0.9,2.5,5.5
394695,662,"Huntingdon, PA",msa,PA,2023-04-30,0.8,2.0,3.2
394567,663,"Ellensburg, WA",msa,WA,2023-04-30,0.9,2.2,5.6
394990,664,"Ponca City, OK",msa,OK,2023-04-30,0.9,2.9,4.5
394779,665,"Lawrenceburg, TN",msa,TN,2023-04-30,1.2,3.4,8.7
394842,666,"McAlester, OK",msa,OK,2023-04-30,0.8,3.0,4.7
394886,667,"Mount Pleasant, TX",msa,TX,2023-04-30,1.0,2.5,5.9
395228,668,"Willmar, MN",msa,MN,2023-04-30,1.4,3.8,4.5
395034,669,"Rockingham, NC",msa,NC,2023-04-30,1.0,2.7,4.9
394895,670,"Muscatine, IA",msa,IA,2023-04-30,1.3,3.1,2.8
394785,671,"Lewisburg, PA",msa,PA,2023-04-30,1.2,2.9,2.6
394349,672,"Auburn, IN",msa,IN,2023-04-30,0.8,2.0,4.3
394545,673,"Duncan, OK",msa,OK,2023-04-30,1.1,2.4,6.2
395081,674,"Sedalia, MO",msa,MO,2023-04-30,1.0,2.6,6.3
394448,675,"Cedartown, GA",msa,GA,2023-04-30,1.3,3.4,9.9
394677,676,"Henderson, NC",msa,NC,2023-04-30,1.2,3.2,7.2
394297,677,"Aberdeen, SD",msa,SD,2023-04-30,0.9,2.7,2.5
395032,678,"Rock Springs, WY",msa,WY,2023-04-30,0.5,1.2,-0.1
394627,679,"Garden City, KS",msa,KS,2023-04-30,0.8,2.2,4.6
395129,680,"Stephenville, TX",msa,TX,2023-04-30,1.4,3.7,7.5
394449,681,"Celina, OH",msa,OH,2023-04-30,1.0,2.6,4.8
395230,682,"Wilmington, OH",msa,OH,2023-04-30,1.1,2.6,4.5
394424,683,"Bucyrus, OH",msa,OH,2023-04-30,1.4,3.5,5.6
394319,684,"Alma, MI",msa,MI,2023-04-30,1.9,5.0,4.4
394558,685,"El Campo, TX",msa,TX,2023-04-30,0.7,1.8,1.7
394891,686,"Mountain Home, AR",msa,AR,2023-04-30,0.7,1.8,3.8
394624,687,"Gainesville, TX",msa,TX,2023-04-30,1.1,2.9,7.0
395158,688,"Tifton, GA",msa,GA,2023-04-30,0.8,2.1,2.9
394397,689,"Blytheville, AR",msa,AR,2023-04-30,1.1,6.0,2.7
394845,690,"McMinnville, TN",msa,TN,2023-04-30,1.2,2.6,9.5
394341,691,"Astoria, OR",msa,OR,2023-04-30,1.0,2.5,5.8
394409,692,"Bradford, PA",msa,PA,2023-04-30,0.6,2.1,0.3
394574,693,"Espa-¦ola, NM",msa,NM,2023-04-30,0.9,2.3,5.0
394844,694,"McComb, MS",msa,MS,2023-04-30,0.2,0.5,-2.5
753866,695,"Big Stone Gap, VA",msa,VA,2023-04-30,0.7,1.8,1.2
394833,696,"Marshalltown, IA",msa,IA,2023-04-30,1.1,3.2,4.0
394384,697,"Big Rapids, MI",msa,MI,2023-04-30,1.3,3.5,4.3
394354,698,"Austin, MN",msa,MN,2023-04-30,1.3,3.7,4.3
395082,699,"Selinsgrove, PA",msa,PA,2023-04-30,0.8,2.6,1.4
395219,700,"West Plains, MO",msa,MO,2023-04-30,1.0,2.6,7.1
394934,701,"Okeechobee, FL",msa,FL,2023-04-30,1.0,2.5,7.7
394690,702,"Houghton, MI",msa,MI,2023-04-30,1.6,5.3,2.3
394881,703,"Moscow, ID",msa,ID,2023-04-30,1.0,2.7,6.1
394476,704,"Clewiston, FL",msa,FL,2023-04-30,1.0,2.1,7.6
395026,705,"Riverton, WY",msa,WY,2023-04-30,0.9,2.8,5.0
394560,706,"El Dorado, AR",msa,AR,2023-04-30,0.6,1.4,1.6
395083,707,"Selma, AL",msa,AL,2023-04-30,0.5,1.6,0.1
394981,708,"Pittsburg, KS",msa,KS,2023-04-30,1.3,3.7,6.4
394663,709,"Hannibal, MO",msa,MO,2023-04-30,1.1,2.4,5.3
395203,710,"Warren, PA",msa,PA,2023-04-30,0.9,2.7,2.6
394315,711,"Alexandria, MN",msa,MN,2023-04-30,1.2,2.9,3.1
395178,712,"Urbana, OH",msa,OH,2023-04-30,1.1,2.7,4.4
394654,713,"Greenwood, MS",msa,MS,2023-04-30,0.9,2.7,4.8
394434,714,"Cambridge, OH",msa,OH,2023-04-30,1.1,3.2,4.5
395227,715,"Williston, ND",msa,ND,2023-04-30,1.3,3.1,2.7
394526,716,"Defiance, OH",msa,OH,2023-04-30,0.7,2.0,2.0
395099,717,"Sikeston, MO",msa,MO,2023-04-30,0.5,1.0,-0.3
395046,718,"Safford, AZ",msa,AZ,2023-04-30,0.9,2.2,5.7
394715,719,"Jacksonville, IL",msa,IL,2023-04-30,0.7,2.5,-2.5
394300,720,"Ada, OK",msa,OK,2023-04-30,1.3,3.9,8.2
394422,721,"Brownwood, TX",msa,TX,2023-04-30,1.2,3.4,4.4
394507,722,"Crawfordsville, IN",msa,IN,2023-04-30,1.0,2.6,5.7
394801,723,"Logansport, IN",msa,IN,2023-04-30,1.0,3.0,5.2
395072,724,"Scottsbluff, NE",msa,NE,2023-04-30,1.3,3.6,3.8
394904,725,"Natchitoches, LA",msa,LA,2023-04-30,0.6,1.7,0.0
394914,726,"Newberry, SC",msa,SC,2023-04-30,0.9,3.3,6.1
394799,727,"Lock Haven, PA",msa,PA,2023-04-30,0.8,2.2,1.9
394451,728,"Centralia, IL",msa,IL,2023-04-30,1.0,2.8,1.4
394554,729,"Easton, MD",msa,MD,2023-04-30,0.7,1.4,3.1
394948,730,"Owatonna, MN",msa,MN,2023-04-30,1.1,3.0,4.1
394888,731,"Mount Vernon, IL",msa,IL,2023-04-30,0.7,2.8,0.5
394771,733,"Laramie, WY",msa,WY,2023-04-30,0.8,2.1,3.3
394894,734,"Murray, KY",msa,KY,2023-04-30,2.8,11.5,15.1
394617,735,"Fremont, NE",msa,NE,2023-04-30,1.2,2.7,3.8
394382,736,"Bennington, VT",msa,VT,2023-04-30,1.4,3.8,4.9
395069,738,"Sault Ste. Marie, MI",msa,MI,2023-04-30,1.4,3.9,4.8
394436,739,"Campbellsville, KY",msa,KY,2023-04-30,0.9,2.8,5.1
394550,740,"Dyersburg, TN",msa,TN,2023-04-30,0.7,1.8,2.6
394573,742,"Escanaba, MI",msa,MI,2023-04-30,1.9,5.3,1.8
394840,743,"Mayfield, KY",msa,KY,2023-04-30,1.7,4.2,5.3
394745,744,"Kill Devil Hills, NC",msa,NC,2023-04-30,1.1,2.0,6.2
395137,745,"Sulphur Springs, TX",msa,TX,2023-04-30,1.0,2.7,6.0
394702,746,"Hutchinson, MN",msa,MN,2023-04-30,1.0,2.6,3.5
394506,747,"Coshocton, OH",msa,OH,2023-04-30,1.1,3.2,4.9
394696,748,"Huntington, IN",msa,IN,2023-04-30,1.0,2.4,4.6
394522,749,"DeRidder, LA",msa,LA,2023-04-30,0.4,-0.1,-1.4
395192,750,"Vincennes, IN",msa,IN,2023-04-30,1.1,2.7,3.8
394370,751,"Bay City, TX",msa,TX,2023-04-30,0.5,1.4,-0.1
394920,752,"North Platte, NE",msa,NE,2023-04-30,1.0,2.5,2.0
394973,753,"Peru, IN",msa,IN,2023-04-30,1.0,2.6,5.4
394992,754,"Pontiac, IL",msa,IL,2023-04-30,1.1,2.9,2.3
394781,755,"Lebanon, MO",msa,MO,2023-04-30,1.2,2.8,6.7
394915,756,"Newport, TN",msa,TN,2023-04-30,1.0,2.7,8.8
394525,757,"Decatur, IN",msa,IN,2023-04-30,0.8,2.2,3.9
395191,758,"Vidalia, GA",msa,GA,2023-04-30,0.9,2.0,4.8
394413,759,"Brenham, TX",msa,TX,2023-04-30,1.0,2.1,4.2
395187,760,"Vernal, UT",msa,UT,2023-04-30,1.1,2.9,6.9
394947,762,"Ottumwa, IA",msa,IA,2023-04-30,1.2,3.6,4.0
394430,764,"Butte, MT",msa,MT,2023-04-30,0.9,2.9,6.3
394499,765,"Corinth, MS",msa,MS,2023-04-30,0.6,1.4,1.6
394417,766,"Brookhaven, MS",msa,MS,2023-04-30,0.7,1.6,2.0
394569,767,"Emporia, KS",msa,KS,2023-04-30,1.1,2.7,6.3
394713,768,"Jackson, WY",msa,WY,2023-04-30,1.0,3.2,10.8
394385,770,"Big Spring, TX",msa,TX,2023-04-30,0.1,0.3,-2.7
394557,771,"Effingham, IL",msa,IL,2023-04-30,0.9,2.5,2.6
394536,772,"Dodge City, KS",msa,KS,2023-04-30,1.1,3.0,5.4
395211,773,"Watertown, SD",msa,SD,2023-04-30,1.4,3.5,3.4
394331,774,"Angola, IN",msa,IN,2023-04-30,1.0,2.3,5.4
394535,775,"Dixon, IL",msa,IL,2023-04-30,1.1,2.5,0.9
394777,776,"Laurinburg, NC",msa,NC,2023-04-30,1.4,3.4,7.7
395149,777,"Taos, NM",msa,NM,2023-04-30,1.0,2.5,4.5
394419,778,"Brookings, SD",msa,SD,2023-04-30,1.6,3.6,3.9
394324,779,"Americus, GA",msa,GA,2023-04-30,1.2,2.5,7.0
394491,780,"Columbus, NE",msa,NE,2023-04-30,0.9,1.9,3.1
395150,781,"Taylorville, IL",msa,IL,2023-04-30,1.2,2.7,0.6
394335,782,"Arcadia, FL",msa,FL,2023-04-30,0.8,1.5,7.0
394786,783,"Lewisburg, TN",msa,TN,2023-04-30,1.1,2.9,7.8
395084,784,"Seneca Falls, NY",msa,NY,2023-04-30,1.0,3.0,4.4
394533,785,"Dickinson, ND",msa,ND,2023-04-30,0.5,0.9,-0.8
395207,787,"Washington, IN",msa,IN,2023-04-30,1.2,3.4,6.0
395165,788,"Troy, AL",msa,AL,2023-04-30,0.5,1.3,1.4
753902,789,"Malvern, AR",msa,AR,2023-04-30,0.8,2.0,3.0
394613,790,"Frankfort, IN",msa,IN,2023-04-30,1.0,2.4,5.6
394815,791,"Madison, IN",msa,IN,2023-04-30,0.9,2.3,5.0
394414,792,"Brevard, NC",msa,NC,2023-04-30,1.0,2.4,7.6
395141,793,"Susanville, CA",msa,CA,2023-04-30,0.4,1.1,1.3
394835,794,"Martin, TN",msa,TN,2023-04-30,1.0,2.5,5.9
394984,795,"Plainview, TX",msa,TX,2023-04-30,0.7,1.9,1.2
753878,797,"Dayton, TN",msa,TN,2023-04-30,1.1,2.8,7.2
753892,798,"Jackson, OH",msa,OH,2023-04-30,0.7,2.0,2.5
394433,799,"Cambridge, MD",msa,MD,2023-04-30,0.9,2.1,4.7
394962,800,"Paris, TN",msa,TN,2023-04-30,1.0,2.3,5.8
394730,802,"Juneau, AK",msa,AK,2023-04-30,0.4,0.9,-0.3
394481,803,"Coffeyville, KS",msa,KS,2023-04-30,1.6,3.1,4.7
394774,804,"Las Vegas, NM",msa,NM,2023-04-30,0.8,2.6,3.6
394383,805,"Berlin, NH",msa,NH,2023-04-30,1.3,3.5,7.1
394473,806,"Cleveland, MS",msa,MS,2023-04-30,0.2,0.9,-2.4
394670,807,"Hastings, NE",msa,NE,2023-04-30,1.1,2.7,2.1
394376,808,"Beeville, TX",msa,TX,2023-04-30,0.8,1.9,1.5
394749,809,"Kingsville, TX",msa,TX,2023-04-30,0.5,1.2,-0.7
395196,810,"Wabash, IN",msa,IN,2023-04-30,0.9,2.7,4.0
753871,811,"Breckenridge, CO",msa,CO,2023-04-30,0.7,1.1,5.3
394310,814,"Albert Lea, MN",msa,MN,2023-04-30,1.4,3.8,4.1
395093,815,"Sheridan, WY",msa,WY,2023-04-30,0.9,2.3,5.2
395176,816,"Union City, TN",msa,TN,2023-04-30,0.9,2.5,4.9
394855,817,"Miami, OK",msa,OK,2023-04-30,0.8,2.5,5.7
394708,818,"Iron Mountain, MI",msa,MI,2023-04-30,1.3,3.8,2.1
394725,819,"Jesup, GA",msa,GA,2023-04-30,1.0,2.6,6.2
394846,820,"McPherson, KS",msa,KS,2023-04-30,0.9,2.2,5.0
394751,821,"Kirksville, MO",msa,MO,2023-04-30,0.9,2.3,3.3
753901,822,"Ludington, MI",msa,MI,2023-04-30,1.4,4.8,4.9
394356,823,"Bainbridge, GA",msa,GA,2023-04-30,1.1,2.6,6.8
394320,824,"Alpena, MI",msa,MI,2023-04-30,1.4,4.2,1.9
395206,825,"Washington Court House, OH",msa,OH,2023-04-30,1.0,2.5,3.7
394673,826,"Hays, KS",msa,KS,2023-04-30,0.9,1.5,7.1
394606,827,"Fort Morgan, CO",msa,CO,2023-04-30,0.9,2.4,6.0
395185,828,"Van Wert, OH",msa,OH,2023-04-30,1.3,3.5,4.7
394740,830,"Kennett, MO",msa,MO,2023-04-30,0.3,0.5,-1.6
753926,831,"Weatherford, OK",msa,OK,2023-04-30,0.9,1.8,4.1
394892,832,"Mountain Home, ID",msa,ID,2023-04-30,1.4,3.7,12.1
394864,833,"Mineral Wells, TX",msa,TX,2023-04-30,1.5,4.1,8.8
394795,834,"Lincoln, IL",msa,IL,2023-04-30,1.0,2.3,0.1
395100,835,"Silver City, NM",msa,NM,2023-04-30,0.6,1.9,1.4
