RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2023-05-31,2023-07-31,2024-04-30
395237,355,"Wooster, OH",msa,OH,2023-04-30,1.7,4.8,9.2
394407,356,"Bozeman, MT",msa,MT,2023-04-30,1.0,2.4,6.0
394333,357,"Anniston, AL",msa,AL,2023-04-30,0.8,2.1,4.4
394374,358,"Beckley, WV",msa,WV,2023-04-30,0.8,2.1,1.6
395225,359,"Williamsport, PA",msa,PA,2023-04-30,1.0,2.3,2.0
394423,360,"Brunswick, GA",msa,GA,2023-04-30,1.1,2.8,6.3
395173,361,"Twin Falls, ID",msa,ID,2023-04-30,1.0,2.1,7.6
753872,361,"California, MD",msa,MD,2023-04-30,0.6,1.3,1.9
394495,363,"Cookeville, TN",msa,TN,2023-04-30,1.1,3.2,8.0
394893,364,"Muncie, IN",msa,IN,2023-04-30,1.6,4.1,6.4
394857,365,"Michigan City, IN",msa,IN,2023-04-30,1.0,2.9,5.1
395039,366,"Roseburg, OR",msa,OR,2023-04-30,0.9,2.1,5.3
394788,367,"Lewiston, ME",msa,ME,2023-04-30,1.4,3.8,5.9
394804,368,"Longview, WA",msa,WA,2023-04-30,0.9,2.3,4.8
394932,369,"Ogdensburg, NY",msa,NY,2023-04-30,1.4,3.8,3.6
394734,370,"Kankakee, IL",msa,IL,2023-04-30,0.9,2.5,1.8
394396,371,"Bluefield, WV",msa,VA,2023-04-30,1.2,2.9,4.4
395095,372,"Show Low, AZ",msa,AZ,2023-04-30,0.9,2.1,8.9
395023,373,"Richmond, KY",msa,KY,2023-04-30,0.8,2.1,1.9
395168,374,"Tullahoma, TN",msa,TN,2023-04-30,1.3,3.3,9.5
395222,375,"Whitewater, WI",msa,WI,2023-04-30,1.3,3.1,4.7
394709,376,"Ithaca, NY",msa,NY,2023-04-30,1.2,2.9,2.1
394637,377,"Grand Forks, ND",msa,MN,2023-04-30,0.6,1.9,0.3
394524,378,"Decatur, IL",msa,IL,2023-04-30,0.8,2.9,0.9
394762,379,"LaGrange, GA",msa,GA,2023-04-30,0.9,2.2,5.3
394369,380,"Bay City, MI",msa,MI,2023-04-30,1.4,3.7,4.0
394599,381,"Fond du Lac, WI",msa,WI,2023-04-30,1.2,2.8,4.3
394630,382,"Gettysburg, PA",msa,PA,2023-04-30,0.7,1.8,2.3
394620,383,"Gadsden, AL",msa,AL,2023-04-30,0.9,2.0,5.0
394733,384,"Kalispell, MT",msa,MT,2023-04-30,0.9,2.3,8.4
394518,385,"Danville, VA",msa,VA,2023-04-30,0.9,2.5,4.7
394823,386,"Mankato, MN",msa,MN,2023-04-30,1.1,2.6,2.1
394794,387,"Lima, OH",msa,OH,2023-04-30,1.0,2.5,3.7
753915,388,"Salem, OH",msa,OH,2023-04-30,1.3,3.2,2.5
395166,389,"Truckee, CA",msa,CA,2023-04-30,0.6,1.2,1.6
395080,390,"Sebring, FL",msa,FL,2023-04-30,0.9,2.3,7.9
394462,391,"Cheyenne, WY",msa,WY,2023-04-30,0.6,1.5,1.7
394689,392,"Hot Springs, AR",msa,AR,2023-04-30,1.0,2.8,7.3
394302,393,"Adrian, MI",msa,MI,2023-04-30,1.1,2.6,2.3
395090,394,"Shelby, NC",msa,NC,2023-04-30,1.2,3.3,8.7
394542,396,"Dubuque, IA",msa,IA,2023-04-30,1.2,2.5,3.1
394852,397,"Meridian, MS",msa,MS,2023-04-30,0.8,1.8,2.0
753912,398,"Pinehurst, NC",msa,NC,2023-04-30,1.2,2.8,7.3
394953,399,"Paducah, KY",msa,KY,2023-04-30,1.2,2.9,3.1
395190,400,"Victoria, TX",msa,TX,2023-04-30,0.8,2.0,3.4
395038,401,"Rome, GA",msa,GA,2023-04-30,1.1,2.8,7.7
395086,402,"Sevierville, TN",msa,TN,2023-04-30,0.8,1.7,10.8
394882,403,"Moses Lake, WA",msa,WA,2023-04-30,1.0,2.7,7.7
394340,404,"Ashtabula, OH",msa,OH,2023-04-30,1.0,2.7,4.6
394441,405,"Cape Girardeau, MO",msa,MO,2023-04-30,1.0,1.4,5.6
394311,406,"Albertville, AL",msa,AL,2023-04-30,1.0,2.7,7.0
394580,407,"Fairbanks, AK",msa,AK,2023-04-30,0.7,1.9,0.1
394410,408,"Brainerd, MN",msa,MN,2023-04-30,1.4,4.1,5.7
394513,409,"Cumberland, MD",msa,MD,2023-04-30,1.0,2.6,4.0
394928,410,"Ocean City, NJ",msa,NJ,2023-04-30,1.1,2.2,7.4
394505,411,"Corvallis, OR",msa,OR,2023-04-30,0.7,1.6,3.5
394988,412,"Pocatello, ID",msa,ID,2023-04-30,1.0,2.7,7.5
394501,413,"Corning, NY",msa,NY,2023-04-30,1.3,3.3,3.7
394911,414,"New Philadelphia, OH",msa,OH,2023-04-30,0.9,2.2,3.5
395140,415,"Sunbury, PA",msa,PA,2023-04-30,0.6,1.7,1.1
395175,416,"Ukiah, CA",msa,CA,2023-04-30,0.4,1.0,-0.4
753887,417,"Hermiston, OR",msa,OR,2023-04-30,0.9,2.5,6.4
394469,418,"Clarksburg, WV",msa,WV,2023-04-30,1.1,2.3,0.9
394964,419,"Parkersburg, WV",msa,WV,2023-04-30,0.7,1.6,2.7
394373,420,"Beaver Dam, WI",msa,WI,2023-04-30,1.0,2.6,3.2
394980,421,"Pine Bluff, AR",msa,AR,2023-04-30,0.9,2.3,4.2
394641,422,"Grants Pass, OR",msa,OR,2023-04-30,0.4,1.1,2.3
394511,424,"Cullman, AL",msa,AL,2023-04-30,0.9,2.2,5.3
394809,425,"Lufkin, TX",msa,TX,2023-04-30,0.9,2.4,4.2
395248,426,"Zanesville, OH",msa,OH,2023-04-30,0.9,2.5,4.3
394907,427,"New Castle, PA",msa,PA,2023-04-30,0.9,2.5,3.5
394925,428,"Oak Harbor, WA",msa,WA,2023-04-30,0.8,1.7,3.5
394942,429,"Orangeburg, SC",msa,SC,2023-04-30,0.9,2.2,3.6
395212,430,"Watertown, WI",msa,WI,2023-04-30,1.3,3.1,3.6
394847,431,"Meadville, PA",msa,PA,2023-04-30,1.0,3.7,3.3
394568,432,"Elmira, NY",msa,NY,2023-04-30,1.3,3.8,2.8
394644,433,"Great Falls, MT",msa,MT,2023-04-30,1.0,2.6,4.8
394776,434,"Laurel, MS",msa,MS,2023-04-30,0.6,1.7,1.4
395042,435,"Russellville, AR",msa,AR,2023-04-30,0.7,1.6,1.8
394704,436,"Indiana, PA",msa,PA,2023-04-30,0.6,1.6,-0.1
394859,437,"Midland, MI",msa,MI,2023-04-30,1.8,5.0,5.1
394755,438,"Kokomo, IN",msa,IN,2023-04-30,0.8,2.0,3.3
394395,439,"Bloomsburg, PA",msa,PA,2023-04-30,1.0,2.6,1.5
394941,440,"Opelousas, LA",msa,LA,2023-04-30,0.6,1.5,-1.0
394675,441,"Helena, MT",msa,MT,2023-04-30,0.9,2.3,5.8
394744,442,"Key West, FL",msa,FL,2023-04-30,0.9,1.8,7.1
395145,443,"Talladega, AL",msa,AL,2023-04-30,1.1,2.5,4.3
395133,444,"Stillwater, OK",msa,OK,2023-04-30,0.7,1.8,3.0
394489,445,"Columbus, IN",msa,IN,2023-04-30,1.0,2.2,4.5
394345,446,"Athens, TX",msa,TX,2023-04-30,1.0,2.9,6.0
394452,447,"Centralia, WA",msa,WA,2023-04-30,0.9,2.6,6.9
394822,448,"Manitowoc, WI",msa,WI,2023-04-30,1.5,3.9,5.4
394682,449,"Hinesville, GA",msa,GA,2023-04-30,0.9,2.1,6.6
394541,450,"DuBois, PA",msa,PA,2023-04-30,0.6,2.7,0.7
395205,451,"Warsaw, IN",msa,IN,2023-04-30,1.0,2.6,4.6
394986,452,"Plattsburgh, NY",msa,NY,2023-04-30,1.0,2.6,2.8
395126,453,"Statesboro, GA",msa,GA,2023-04-30,0.8,2.2,6.1
394445,454,"Casper, WY",msa,WY,2023-04-30,0.7,1.7,2.9
395231,455,"Wilson, NC",msa,NC,2023-04-30,1.3,3.1,7.5
753881,456,"Glenwood Springs, CO",msa,CO,2023-04-30,1.0,1.8,7.4
395085,457,"Seneca, SC",msa,SC,2023-04-30,1.1,2.6,7.4
394866,458,"Minot, ND",msa,ND,2023-04-30,0.4,1.1,-0.3
394936,459,"Olean, NY",msa,NY,2023-04-30,1.7,4.5,6.3
394465,460,"Chillicothe, OH",msa,OH,2023-04-30,1.0,2.8,5.1
395077,461,"Searcy, AR",msa,AR,2023-04-30,0.9,2.3,3.9
394638,462,"Grand Island, NE",msa,NE,2023-04-30,1.1,2.7,3.5
394994,463,"Port Angeles, WA",msa,WA,2023-04-30,0.8,2.1,4.7
394350,464,"Auburn, NY",msa,NY,2023-04-30,1.0,3.0,3.6
394699,465,"Huntsville, TX",msa,TX,2023-04-30,0.6,1.5,4.8
394738,466,"Keene, NH",msa,NH,2023-04-30,1.4,3.4,5.8
394674,467,"Heber, UT",msa,UT,2023-04-30,0.4,0.8,6.6
395010,468,"Quincy, IL",msa,IL,2023-04-30,0.8,2.1,1.2
